Lane 1 Flow (Veh/5 Minutes),Time,Clearance Time in Seconds,Safe
99,19:50,393,1
74,19:55,297,1
96,20:00,392,1
52,20:05,224,1
82,20:10,382,1
65,20:15,483,1
66,20:20,345,1
41,20:25,210,1
60,20:30,220,1
60,20:35,380,1
55,20:40,421,1
55,20:45,271,1
48,20:50,180,1
62,20:55,325,1
45,21:00,194,1
62,21:05,330,1
52,21:10,266,1
50,21:15,410,1
53,21:20,247,1
50,21:25,350,1
39,21:30,238,1
49,21:35,162,1
43,21:40,258,1
46,21:45,273,1
40,21:50,137,1
45,21:55,182,1
40,22:00,232,1
37,22:05,230,1
46,22:10,196,1
50,22:15,245,1
34,22:20,196,1
33,22:25,163,1
41,22:30,230,1
31,22:35,178,1
29,22:40,250,1
39,22:45,213,1
42,22:50,202,1
29,22:55,184,1
27,23:00,230,1
21,23:05,165,1
26,23:10,158,1
17,23:15,253,1
31,23:20,174,1
22,23:25,202,1
23,23:30,168,1
24,23:35,243,1
22,23:40,161,1
19,23:45,172,1
24,23:50,175,1
21,23:55,251,1
8,0:00,248,1
10,0:05,206,1
10,0:10,146,1
13,0:15,209,1
14,0:20,186,1
11,0:25,188,1
13,0:30,262,1
14,0:35,170,1
21,0:40,264,1
20,0:45,179,1
13,0:50,153,1
16,0:55,203,1
17,1:00,226,1
11,1:05,171,1
9,1:10,187,1
11,1:15,240,1
14,1:20,139,1
10,1:25,161,1
2,1:30,276,1
8,1:35,151,1
3,1:40,181,1
0,1:45,167,1
3,1:50,162,1
7,1:55,128,1
5,2:00,232,1
7,2:05,257,1
5,2:10,137,1
4,2:15,125,1
7,2:20,205,1
3,2:25,253,1
5,2:30,198,1
7,2:35,264,1
9,2:40,233,1
4,2:45,226,1
5,2:50,210,1
5,2:55,145,1
9,3:00,263,1
4,3:05,181,1
6,3:10,282,1
6,3:15,186,1
3,3:20,178,1
8,3:25,161,1
11,3:30,157,1
8,3:35,141,1
9,3:40,163,1
7,3:45,167,1
13,3:50,205,1
9,3:55,212,1
10,4:00,182,1
17,4:05,155,1
14,4:10,179,1
25,4:15,226,1
23,4:20,189,1
21,4:25,207,1
23,4:30,161,1
22,4:35,256,1
32,4:40,181,1
40,4:45,204,1
46,4:50,183,1
56,4:55,341,1
63,5:00,444,1
61,5:05,298,1
55,5:10,418,1
57,5:15,296,1
62,5:20,427,1
89,5:25,296,1
87,5:30,407,1
100,5:35,768,1
90,5:40,357,1
102,5:45,802,0
112,5:50,812,0
106,5:55,806,0
98,6:00,431,1
110,6:05,722,0
114,6:10,413,0
149,6:15,642,0
148,6:20,715,0
137,6:25,520,0
152,6:30,620,0
149,6:35,1079,0
166,6:40,594,0
172,6:45,1138,0
159,6:50,868,0
151,6:55,443,0
163,7:00,1234,0
154,7:05,1074,0
122,7:10,668,0
129,7:15,735,0
122,7:20,532,0
100,7:25,637,1
75,7:30,323,1
84,7:35,454,1
74,7:40,454,1
86,7:45,525,1
76,7:50,385,1
80,7:55,440,1
69,8:00,208,1
94,8:05,267,1
74,8:10,511,1
74,8:15,444,1
77,8:20,412,1
75,8:25,448,1
87,8:30,374,1
80,8:35,394,1
74,8:40,333,1
86,8:45,282,1
77,8:50,434,1
92,8:55,320,1
69,9:00,562,1
76,9:05,372,1
80,9:10,335,1
91,9:15,403,1
93,9:20,354,1
83,9:25,414,1
106,9:30,349,0
86,9:35,347,1
105,9:40,580,0
82,9:45,286,1
101,9:50,443,0
94,9:55,442,1
76,10:00,443,1
103,10:05,547,0
100,10:10,556,1
96,10:15,405,1
105,10:20,607,0
111,10:25,706,0
105,10:30,867,0
126,10:35,734,0
109,10:40,259,0
93,10:45,575,1
112,10:50,702,0
86,10:55,310,1
108,11:00,422,0
93,11:05,310,1
89,11:10,279,1
111,11:15,231,0
94,11:20,455,1
112,11:25,427,0
100,11:30,582,1
96,11:35,549,1
103,11:40,728,0
100,11:45,610,1
109,11:50,771,0
87,11:55,519,1
102,12:00,547,0
95,12:05,360,1
81,12:10,485,1
108,12:15,833,0
102,12:20,290,0
85,12:25,288,1
82,12:30,459,1
71,12:35,327,1
83,12:40,309,1
82,12:45,397,1
83,12:50,324,1
98,12:55,421,1
89,13:00,565,1
98,13:05,523,1
86,13:10,246,1
89,13:15,357,1
90,13:20,448,1
89,13:25,252,1
93,13:30,270,1
91,13:35,422,1
85,13:40,234,1
79,13:45,497,1
101,13:50,477,0
80,13:55,503,1
86,14:00,521,1
87,14:05,381,1
88,14:10,499,1
105,14:15,845,0
108,14:20,746,0
102,14:25,569,0
81,14:30,255,1
85,14:35,297,1
99,14:40,446,1
118,14:45,406,0
105,14:50,292,0
93,14:55,488,1
92,15:00,274,1
94,15:05,439,1
78,15:10,520,1
103,15:15,381,0
96,15:20,385,1
118,15:25,329,0
97,15:30,311,1
102,15:35,417,0
91,15:40,383,1
112,15:45,741,0
94,15:50,377,1
95,15:55,388,1
111,16:00,321,0
81,16:05,523,1
99,16:10,292,1
86,16:15,264,1
111,16:20,539,0
108,16:25,589,0
96,16:30,322,1
78,16:35,403,1
86,16:40,431,1
111,16:45,365,0
90,16:50,468,1
103,16:55,428,0
86,17:00,337,1
71,17:05,308,1
95,17:10,384,1
99,17:15,219,1
93,17:20,294,1
101,17:25,328,0
89,17:30,441,1
80,17:35,369,1
83,17:40,278,1
108,17:45,815,0
92,17:50,329,1
101,17:55,434,0
72,18:00,410,1
79,18:05,414,1
78,18:10,400,1
70,18:15,502,1
75,18:20,389,1
88,18:25,219,1
79,18:30,200,1
71,18:35,209,1
70,18:40,513,1
76,18:45,335,1
62,18:50,425,1
57,18:55,446,1
81,19:00,423,1
63,19:05,428,1
56,19:10,399,1
52,19:15,432,1
65,19:20,460,1
47,19:25,235,1
48,19:30,138,1
61,19:35,251,1
50,19:40,497,1
49,19:45,214,1
61,19:50,433,1
52,19:55,409,1
55,20:00,349,1
55,20:05,393,1
43,20:10,205,1
61,20:15,422,1
37,20:20,274,1
49,20:25,151,1
49,20:30,247,1
43,20:35,233,1
40,20:40,184,1
41,20:45,118,1
41,20:50,160,1
32,20:55,261,1
37,21:00,201,1
33,21:05,279,1
26,21:10,227,1
45,21:15,208,1
39,21:20,164,1
48,21:25,245,1
53,21:30,351,1
36,21:35,205,1
35,21:40,192,1
38,21:45,223,1
24,21:50,247,1
41,21:55,128,1
34,22:00,190,1
33,22:05,136,1
21,22:10,220,1
42,22:15,203,1
30,22:20,167,1
21,22:25,240,1
24,22:30,199,1
25,22:35,156,1
23,22:40,239,1
25,22:45,229,1
20,22:50,256,1
22,22:55,272,1
17,23:00,133,1
25,23:05,269,1
21,23:10,237,1
16,23:15,207,1
8,23:20,186,1
12,23:25,128,1
15,23:30,250,1
9,23:35,224,1
11,23:40,216,1
15,23:45,135,1
13,23:50,229,1
9,23:55,251,1
6,0:00,142,1
11,0:05,234,1
6,0:10,253,1
10,0:15,276,1
9,0:20,253,1
9,0:25,195,1
7,0:30,250,1
4,0:35,179,1
5,0:40,174,1
8,0:45,189,1
12,0:50,275,1
4,0:55,188,1
9,1:00,195,1
6,1:05,234,1
2,1:10,231,1
7,1:15,182,1
6,1:20,206,1
6,1:25,205,1
9,1:30,202,1
5,1:35,189,1
9,1:40,236,1
4,1:45,149,1
5,1:50,247,1
2,1:55,125,1
6,2:00,191,1
7,2:05,192,1
6,2:10,213,1
5,2:15,162,1
2,2:20,217,1
3,2:25,198,1
5,2:30,250,1
4,2:35,165,1
9,2:40,227,1
3,2:45,269,1
5,2:50,215,1
2,2:55,268,1
4,3:00,180,1
2,3:05,161,1
9,3:10,221,1
3,3:15,272,1
3,3:20,139,1
11,3:25,159,1
8,3:30,157,1
10,3:35,197,1
7,3:40,230,1
7,3:45,226,1
13,3:50,219,1
8,3:55,184,1
9,4:00,197,1
15,4:05,213,1
15,4:10,176,1
14,4:15,223,1
13,4:20,180,1
20,4:25,156,1
17,4:30,217,1
23,4:35,206,1
37,4:40,135,1
36,4:45,225,1
46,4:50,190,1
46,4:55,176,1
53,5:00,382,1
67,5:05,567,1
57,5:10,257,1
69,5:15,358,1
66,5:20,383,1
82,5:25,361,1
83,5:30,355,1
93,5:35,343,1
102,5:40,781,0
110,5:45,506,0
86,5:50,461,1
98,5:55,450,1
103,6:00,571,0
99,6:05,242,1
127,6:10,440,0
130,6:15,507,0
132,6:20,384,0
156,6:25,1212,0
157,6:30,1086,0
166,6:35,1065,0
151,6:40,1107,0
195,6:45,1140,0
150,6:50,627,0
139,6:55,500,0
148,7:00,482,0
147,7:05,971,0
134,7:10,817,0
137,7:15,986,0
133,7:20,735,0
111,7:25,336,0
93,7:30,286,1
61,7:35,384,1
83,7:40,465,1
77,7:45,241,1
70,7:50,519,1
74,7:55,500,1
76,8:00,472,1
65,8:05,359,1
64,8:10,418,1
72,8:15,411,1
70,8:20,273,1
63,8:25,420,1
71,8:30,340,1
72,8:35,384,1
83,8:40,243,1
69,8:45,382,1
74,8:50,397,1
66,8:55,462,1
77,9:00,443,1
75,9:05,376,1
61,9:10,470,1
86,9:15,260,1
106,9:20,252,0
111,9:25,471,0
109,9:30,533,0
102,9:35,809,0
112,9:40,580,0
112,9:45,452,0
105,9:50,590,0
101,9:55,407,0
123,10:00,702,0
103,10:05,837,0
109,10:10,489,0
120,10:15,793,0
106,10:20,576,0
103,10:25,792,0
112,10:30,858,0
115,10:35,837,0
105,10:40,741,0
114,10:45,355,0
102,10:50,509,0
101,10:55,885,0
93,11:00,386,1
91,11:05,319,1
92,11:10,423,1
93,11:15,502,1
98,11:20,493,1
97,11:25,292,1
120,11:30,723,0
95,11:35,331,1
82,11:40,275,1
108,11:45,737,0
58,11:50,261,1
78,11:55,392,1
98,12:00,371,1
92,12:05,282,1
83,12:10,468,1
98,12:15,424,1
96,12:20,467,1
76,12:25,496,1
81,12:30,448,1
94,12:35,456,1
107,12:40,477,0
108,12:45,817,0
93,12:50,372,1
98,12:55,364,1
95,13:00,324,1
84,13:05,318,1
81,13:10,343,1
75,13:15,439,1
113,13:20,610,0
97,13:25,361,1
102,13:30,347,0
97,13:35,468,1
94,13:40,455,1
89,13:45,367,1
101,13:50,617,0
91,13:55,364,1
99,14:00,430,1
84,14:05,401,1
96,14:10,400,1
115,14:15,404,0
105,14:20,485,0
96,14:25,492,1
75,14:30,257,1
100,14:35,527,1
91,14:40,390,1
109,14:45,636,0
95,14:50,395,1
107,14:55,331,0
111,15:00,559,0
93,15:05,557,1
89,15:10,324,1
105,15:15,582,0
92,15:20,449,1
97,15:25,489,1
95,15:30,392,1
95,15:35,306,1
97,15:40,284,1
105,15:45,478,0
110,15:50,374,0
120,15:55,534,0
110,16:00,745,0
105,16:05,713,0
89,16:10,491,1
92,16:15,395,1
90,16:20,338,1
101,16:25,337,0
85,16:30,332,1
77,16:35,322,1
98,16:40,311,1
110,16:45,800,0
99,16:50,356,1
102,16:55,456,0
81,17:00,314,1
99,17:05,473,1
107,17:10,753,0
90,17:15,505,1
100,17:20,705,1
87,17:25,303,1
91,17:30,365,1
80,17:35,329,1
87,17:40,367,1
87,17:45,432,1
72,17:50,389,1
74,17:55,312,1
70,18:00,224,1
75,18:05,278,1
77,18:10,388,1
84,18:15,495,1
84,18:20,514,1
81,18:25,372,1
63,18:30,407,1
87,18:35,459,1
75,18:40,332,1
73,18:45,315,1
76,18:50,300,1
75,18:55,231,1
73,19:00,385,1
76,19:05,399,1
69,19:10,222,1
73,19:15,553,1
61,19:20,354,1
68,19:25,432,1
70,19:30,310,1
74,19:35,449,1
73,19:40,384,1
81,19:45,327,1
68,19:50,419,1
59,19:55,471,1
52,20:00,298,1
47,20:05,197,1
56,20:10,431,1
58,20:15,312,1
55,20:20,362,1
44,20:25,260,1
52,20:30,280,1
44,20:35,189,1
47,20:40,283,1
46,20:45,132,1
44,20:50,225,1
49,20:55,139,1
38,21:00,210,1
42,21:05,192,1
48,21:10,142,1
42,21:15,226,1
47,21:20,196,1
37,21:25,204,1
44,21:30,193,1
48,21:35,241,1
29,21:40,276,1
43,21:45,260,1
31,21:50,202,1
27,21:55,173,1
30,22:00,152,1
29,22:05,145,1
30,22:10,200,1
36,22:15,181,1
27,22:20,185,1
24,22:25,211,1
28,22:30,205,1
22,22:35,232,1
25,22:40,178,1
20,22:45,220,1
20,22:50,131,1
16,22:55,254,1
25,23:00,239,1
25,23:05,271,1
19,23:10,144,1
25,23:15,174,1
20,23:20,186,1
14,23:25,238,1
10,23:30,230,1
15,23:35,179,1
12,23:40,210,1
15,23:45,175,1
16,23:50,258,1
17,23:55,152,1
17,0:00,240,1
8,0:05,173,1
11,0:10,199,1
10,0:15,229,1
9,0:20,157,1
11,0:25,148,1
17,0:30,253,1
7,0:35,179,1
7,0:40,125,1
8,0:45,225,1
7,0:50,198,1
3,0:55,241,1
3,1:00,219,1
9,1:05,150,1
4,1:10,154,1
4,1:15,233,1
5,1:20,161,1
4,1:25,278,1
1,1:30,206,1
5,1:35,240,1
2,1:40,137,1
4,1:45,212,1
3,1:50,160,1
2,1:55,220,1
4,2:00,194,1
7,2:05,285,1
4,2:10,254,1
6,2:15,168,1
5,2:20,285,1
4,2:25,228,1
4,2:30,243,1
2,2:35,154,1
4,2:40,233,1
6,2:45,274,1
3,2:50,224,1
4,2:55,256,1
5,3:00,136,1
4,3:05,235,1
3,3:10,274,1
6,3:15,171,1
2,3:20,250,1
3,3:25,223,1
3,3:30,193,1
7,3:35,179,1
8,3:40,154,1
13,3:45,205,1
5,3:50,189,1
8,3:55,209,1
6,4:00,142,1
13,4:05,101,1
13,4:10,240,1
13,4:15,290,1
12,4:20,254,1
19,4:25,183,1
27,4:30,208,1
25,4:35,189,1
29,4:40,269,1
29,4:45,132,1
42,4:50,209,1
39,4:55,283,1
40,5:00,178,1
50,5:05,428,1
54,5:10,432,1
48,5:15,253,1
67,5:20,292,1
71,5:25,471,1
74,5:30,316,1
87,5:35,298,1
103,5:40,497,0
99,5:45,351,1
91,5:50,336,1
93,5:55,456,1
96,6:00,408,1
97,6:05,245,1
113,6:10,539,0
120,6:15,600,0
121,6:20,632,0
139,6:25,744,0
153,6:30,420,0
173,6:35,538,0
155,6:40,715,0
164,6:45,1086,0
181,6:50,659,0
139,6:55,962,0
143,7:00,900,0
145,7:05,854,0
130,7:10,376,0
134,7:15,421,0
122,7:20,545,0
98,7:25,356,1
92,7:30,494,1
86,7:35,289,1
84,7:40,471,1
78,7:45,383,1
82,7:50,509,1
70,7:55,402,1
90,8:00,281,1
79,8:05,451,1
75,8:10,389,1
88,8:15,272,1
83,8:20,257,1
71,8:25,273,1
71,8:30,405,1
82,8:35,499,1
74,8:40,363,1
84,8:45,461,1
71,8:50,576,1
92,8:55,230,1
87,9:00,307,1
82,9:05,443,1
117,9:10,576,0
118,9:15,503,0
113,9:20,531,0
121,9:25,357,0
125,9:30,466,0
109,9:35,685,0
112,9:40,331,0
109,9:45,617,0
105,9:50,586,0
98,9:55,493,1
100,10:00,620,1
97,10:05,310,1
121,10:10,550,0
101,10:15,694,0
111,10:20,340,0
101,10:25,475,0
109,10:30,764,0
101,10:35,923,0
111,10:40,640,0
110,10:45,705,0
98,10:50,440,1
93,10:55,441,1
86,11:00,315,1
82,11:05,378,1
111,11:10,331,0
120,11:15,792,0
113,11:20,786,0
118,11:25,782,0
121,11:30,396,0
99,11:35,400,1
100,11:40,312,1
110,11:45,357,0
109,11:50,355,0
95,11:55,483,1
83,12:00,294,1
84,12:05,433,1
83,12:10,257,1
86,12:15,559,1
114,12:20,598,0
104,12:25,604,0
100,12:30,698,1
115,12:35,332,0
105,12:40,592,0
92,12:45,318,1
89,12:50,505,1
80,12:55,434,1
78,13:00,453,1
86,13:05,534,1
90,13:10,343,1
101,13:15,572,0
88,13:20,238,1
104,13:25,691,0
81,13:30,426,1
99,13:35,499,1
100,13:40,362,1
91,13:45,290,1
102,13:50,553,0
66,13:55,287,1
97,14:00,455,1
89,14:05,304,1
93,14:10,278,1
107,14:15,354,0
89,14:20,425,1
106,14:25,395,0
97,14:30,377,1
101,14:35,579,0
102,14:40,780,0
104,14:45,539,0
113,14:50,424,0
100,14:55,828,1
94,15:00,463,1
84,15:05,383,1
94,15:10,448,1
111,15:15,397,0
117,15:20,684,0
123,15:25,460,0
91,15:30,449,1
118,15:35,692,0
106,15:40,625,0
101,15:45,228,0
93,15:50,272,1
97,15:55,322,1
97,16:00,453,1
99,16:05,400,1
115,16:10,826,0
119,16:15,879,0
112,16:20,351,0
92,16:25,356,1
107,16:30,368,0
101,16:35,364,0
105,16:40,579,0
104,16:45,678,0
96,16:50,344,1
88,16:55,484,1
105,17:00,622,0
85,17:05,375,1
94,17:10,292,1
121,17:15,770,0
112,17:20,659,0
105,17:25,561,0
96,17:30,407,1
84,17:35,478,1
88,17:40,234,1
85,17:45,305,1
69,17:50,283,1
67,17:55,312,1
88,18:00,455,1
78,18:05,259,1
64,18:10,331,1
89,18:15,252,1
86,18:20,337,1
75,18:25,513,1
73,18:30,330,1
86,18:35,315,1
87,18:40,358,1
88,18:45,352,1
73,18:50,311,1
92,18:55,430,1
74,19:00,373,1
67,19:05,262,1
75,19:10,288,1
71,19:15,515,1
65,19:20,428,1
65,19:25,291,1
51,19:30,388,1
75,19:35,385,1
63,19:40,430,1
57,19:45,301,1
66,19:50,457,1
56,19:55,524,1
57,20:00,516,1
62,20:05,221,1
46,20:10,213,1
58,20:15,558,1
56,20:20,532,1
48,20:25,131,1
45,20:30,204,1
42,20:35,185,1
46,20:40,126,1
49,20:45,182,1
50,20:50,300,1
47,20:55,174,1
38,21:00,138,1
44,21:05,154,1
53,21:10,354,1
48,21:15,230,1
46,21:20,126,1
53,21:25,392,1
45,21:30,198,1
43,21:35,193,1
41,21:40,244,1
35,21:45,274,1
32,21:50,251,1
35,21:55,148,1
34,22:00,145,1
29,22:05,164,1
27,22:10,191,1
31,22:15,203,1
36,22:20,141,1
34,22:25,110,1
32,22:30,285,1
25,22:35,136,1
29,22:40,194,1
26,22:45,183,1
21,22:50,162,1
16,22:55,154,1
15,23:00,256,1
16,23:05,233,1
17,23:10,196,1
22,23:15,165,1
17,23:20,205,1
13,23:25,259,1
12,23:30,234,1
9,23:35,173,1
19,23:40,237,1
14,23:45,226,1
11,23:50,188,1
13,23:55,209,1
9,0:00,223,1
13,0:05,255,1
8,0:10,206,1
6,0:15,198,1
6,0:20,263,1
7,0:25,259,1
7,0:30,263,1
10,0:35,126,1
7,0:40,232,1
7,0:45,212,1
5,0:50,141,1
7,0:55,164,1
2,1:00,150,1
8,1:05,108,1
2,1:10,191,1
6,1:15,134,1
3,1:20,218,1
5,1:25,134,1
7,1:30,194,1
4,1:35,199,1
5,1:40,223,1
3,1:45,153,1
3,1:50,131,1
3,1:55,159,1
5,2:00,261,1
3,2:05,197,1
9,2:10,242,1
3,2:15,188,1
4,2:20,205,1
3,2:25,168,1
5,2:30,206,1
3,2:35,262,1
3,2:40,215,1
3,2:45,278,1
5,2:50,196,1
3,2:55,167,1
2,3:00,207,1
5,3:05,225,1
5,3:10,145,1
3,3:15,153,1
2,3:20,163,1
4,3:25,172,1
5,3:30,187,1
5,3:35,220,1
3,3:40,211,1
10,3:45,150,1
4,3:50,180,1
4,3:55,199,1
8,4:00,248,1
12,4:05,183,1
21,4:10,218,1
9,4:15,201,1
13,4:20,257,1
17,4:25,211,1
21,4:30,143,1
25,4:35,225,1
22,4:40,185,1
39,4:45,199,1
47,4:50,175,1
42,4:55,232,1
46,5:00,259,1
50,5:05,511,1
69,5:10,263,1
48,5:15,240,1
67,5:20,308,1
63,5:25,410,1
84,5:30,459,1
88,5:35,208,1
101,5:40,625,0
116,5:45,495,0
86,5:50,476,1
86,5:55,471,1
87,6:00,447,1
104,6:05,665,0
119,6:10,647,0
135,6:15,1009,0
136,6:20,1107,0
130,6:25,727,0
146,6:30,606,0
147,6:35,679,0
159,6:40,1225,0
167,6:45,1056,0
154,6:50,607,0
148,6:55,562,0
156,7:00,1065,0
136,7:05,1142,0
137,7:10,660,0
138,7:15,959,0
144,7:20,1001,0
115,7:25,294,0
97,7:30,307,1
92,7:35,407,1
82,7:40,282,1
73,7:45,242,1
83,7:50,458,1
75,7:55,388,1
78,8:00,381,1
103,8:05,317,0
83,8:10,375,1
88,8:15,561,1
96,8:20,390,1
93,8:25,491,1
85,8:30,365,1
95,8:35,525,1
81,8:40,473,1
94,8:45,531,1
91,8:50,283,1
96,8:55,483,1
89,9:00,520,1
108,9:05,395,0
99,9:10,285,1
105,9:15,569,0
112,9:20,463,0
115,9:25,616,0
132,9:30,706,0
128,9:35,525,0
130,9:40,451,0
125,9:45,492,0
111,9:50,681,0
125,9:55,349,0
110,10:00,552,0
103,10:05,379,0
110,10:10,624,0
116,10:15,418,0
106,10:20,783,0
122,10:25,315,0
118,10:30,449,0
116,10:35,489,0
112,10:40,363,0
113,10:45,484,0
100,10:50,425,1
106,10:55,588,0
88,11:00,372,1
99,11:05,355,1
101,11:10,653,0
104,11:15,338,0
124,11:20,624,0
107,11:25,533,0
113,11:30,379,0
119,11:35,408,0
106,11:40,430,0
111,11:45,713,0
99,11:50,445,1
91,11:55,373,1
103,12:00,751,0
90,12:05,360,1
77,12:10,432,1
99,12:15,420,1
92,12:20,356,1
93,12:25,389,1
82,12:30,354,1
107,12:35,307,0
104,12:40,319,0
98,12:45,457,1
93,12:50,393,1
80,12:55,384,1
96,13:00,419,1
95,13:05,444,1
87,13:10,481,1
93,13:15,567,1
110,13:20,517,0
101,13:25,316,0
100,13:30,625,1
103,13:35,712,0
99,13:40,342,1
120,13:45,527,0
86,13:50,430,1
94,13:55,524,1
89,14:00,363,1
95,14:05,294,1
94,14:10,417,1
103,14:15,498,0
119,14:20,369,0
107,14:25,748,0
96,14:30,296,1
94,14:35,431,1
94,14:40,564,1
97,14:45,359,1
83,14:50,477,1
104,14:55,352,0
107,15:00,478,0
112,15:05,787,0
89,15:10,359,1
103,15:15,700,0
121,15:20,711,0
109,15:25,315,0
91,15:30,316,1
121,15:35,569,0
115,15:40,581,0
105,15:45,423,0
103,15:50,254,0
86,15:55,351,1
106,16:00,411,0
104,16:05,309,0
85,16:10,378,1
94,16:15,561,1
98,16:20,356,1
93,16:25,395,1
90,16:30,512,1
96,16:35,423,1
111,16:40,550,0
100,16:45,542,1
85,16:50,400,1
83,16:55,328,1
99,17:00,505,1
93,17:05,415,1
102,17:10,464,0
110,17:15,349,0
112,17:20,694,0
103,17:25,624,0
88,17:30,377,1
77,17:35,423,1
76,17:40,423,1
104,17:45,475,0
92,17:50,280,1
85,17:55,321,1
64,18:00,493,1
77,18:05,345,1
83,18:10,389,1
83,18:15,385,1
91,18:20,433,1
79,18:25,485,1
85,18:30,388,1
73,18:35,350,1
81,18:40,462,1
82,18:45,374,1
81,18:50,346,1
60,18:55,452,1
74,19:00,234,1
73,19:05,281,1
79,19:10,326,1
74,19:15,395,1
80,19:20,351,1
76,19:25,483,1
77,19:30,457,1
68,19:35,423,1
83,19:40,205,1
67,19:45,323,1
61,19:50,426,1
47,19:55,179,1
67,20:00,285,1
55,20:05,345,1
67,20:10,474,1
62,20:15,290,1
63,20:20,475,1
72,20:25,351,1
43,20:30,250,1
53,20:35,390,1
49,20:40,199,1
64,20:45,388,1
46,20:50,169,1
54,20:55,286,1
51,21:00,311,1
39,21:05,247,1
45,21:10,246,1
59,21:15,294,1
45,21:20,146,1
49,21:25,164,1
40,21:30,212,1
40,21:35,195,1
37,21:40,161,1
35,21:45,181,1
36,21:50,201,1
38,21:55,258,1
41,22:00,245,1
29,22:05,235,1
35,22:10,166,1
42,22:15,202,1
36,22:20,253,1
37,22:25,130,1
22,22:30,139,1
32,22:35,231,1
19,22:40,204,1
23,22:45,184,1
20,22:50,139,1
21,22:55,252,1
21,23:00,159,1
23,23:05,224,1
17,23:10,188,1
17,23:15,131,1
20,23:20,266,1
19,23:25,182,1
19,23:30,154,1
8,23:35,256,1
17,23:40,163,1
20,23:45,182,1
11,23:50,214,1
10,23:55,162,1
13,0:00,160,1
12,0:05,242,1
9,0:10,191,1
9,0:15,169,1
10,0:20,163,1
7,0:25,203,1
9,0:30,196,1
7,0:35,203,1
11,0:40,219,1
13,0:45,202,1
10,0:50,221,1
9,0:55,276,1
9,1:00,285,1
5,1:05,172,1
4,1:10,216,1
8,1:15,259,1
4,1:20,192,1
3,1:25,189,1
3,1:30,253,1
2,1:35,232,1
5,1:40,228,1
1,1:45,218,1
4,1:50,188,1
5,1:55,210,1
8,2:00,236,1
4,2:05,258,1
3,2:10,227,1
2,2:15,222,1
4,2:20,158,1
5,2:25,216,1
6,2:30,271,1
6,2:35,275,1
8,2:40,127,1
6,2:45,129,1
5,2:50,278,1
6,2:55,237,1
7,3:00,154,1
2,3:05,182,1
6,3:10,111,1
5,3:15,206,1
2,3:20,217,1
4,3:25,171,1
2,3:30,181,1
6,3:35,187,1
8,3:40,201,1
6,3:45,126,1
6,3:50,187,1
8,3:55,141,1
3,4:00,267,1
10,4:05,258,1
17,4:10,139,1
17,4:15,224,1
10,4:20,187,1
11,4:25,259,1
14,4:30,152,1
16,4:35,221,1
33,4:40,166,1
31,4:45,215,1
38,4:50,214,1
31,4:55,147,1
34,5:00,194,1
47,5:05,192,1
46,5:10,198,1
50,5:15,480,1
54,5:20,429,1
60,5:25,610,1
67,5:30,414,1
82,5:35,341,1
86,5:40,197,1
74,5:45,548,1
82,5:50,269,1
80,5:55,531,1
98,6:00,236,1
103,6:05,541,0
118,6:10,538,0
117,6:15,772,0
122,6:20,611,0
120,6:25,520,0
139,6:30,606,0
150,6:35,676,0
153,6:40,1188,0
150,6:45,711,0
143,6:50,1013,0
151,6:55,865,0
158,7:00,1119,0
140,7:05,603,0
143,7:10,541,0
128,7:15,719,0
124,7:20,794,0
113,7:25,670,0
120,7:30,562,0
95,7:35,407,1
90,7:40,280,1
82,7:45,490,1
83,7:50,432,1
89,7:55,325,1
94,8:00,216,1
91,8:05,314,1
98,8:10,367,1
97,8:15,449,1
93,8:20,399,1
86,8:25,458,1
84,8:30,263,1
94,8:35,482,1
91,8:40,230,1
96,8:45,301,1
85,8:50,206,1
99,8:55,293,1
86,9:00,266,1
102,9:05,390,0
98,9:10,318,1
114,9:15,652,0
119,9:20,784,0
114,9:25,724,0
117,9:30,709,0
124,9:35,448,0
116,9:40,875,0
118,9:45,311,0
106,9:50,553,0
101,9:55,867,0
110,10:00,640,0
112,10:05,692,0
105,10:10,739,0
102,10:15,470,0
111,10:20,590,0
125,10:25,682,0
109,10:30,522,0
105,10:35,725,0
125,10:40,244,0
117,10:45,601,0
98,10:50,235,1
108,10:55,779,0
106,11:00,293,0
119,11:05,249,0
102,11:10,615,0
79,11:15,361,1
109,11:20,686,0
89,11:25,363,1
105,11:30,688,0
126,11:35,628,0
105,11:40,845,0
118,11:45,337,0
121,11:50,703,0
105,11:55,387,0
107,12:00,317,0
83,12:05,374,1
116,12:10,806,0
106,12:15,311,0
104,12:20,616,0
115,12:25,411,0
117,12:30,727,0
106,12:35,411,0
96,12:40,462,1
109,12:45,345,0
118,12:50,493,0
87,12:55,408,1
129,13:00,320,0
104,13:05,808,0
92,13:10,369,1
108,13:15,289,0
124,13:20,486,0
110,13:25,396,0
109,13:30,456,0
100,13:35,829,1
102,13:40,501,0
104,13:45,680,0
118,13:50,823,0
121,13:55,790,0
116,14:00,428,0
119,14:05,710,0
102,14:10,493,0
101,14:15,697,0
114,14:20,690,0
101,14:25,443,0
79,14:30,336,1
86,14:35,527,1
113,14:40,692,0
113,14:45,851,0
115,14:50,602,0
104,14:55,777,0
123,15:00,641,0
115,15:05,609,0
98,15:10,357,1
90,15:15,268,1
117,15:20,344,0
101,15:25,435,0
92,15:30,338,1
114,15:35,613,0
95,15:40,349,1
115,15:45,528,0
104,15:50,551,0
99,15:55,433,1
