5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,Safe,Clearance Time in Seconds,Time
08/01/2016 21:40,43,1,100,1,19,21:40
08/01/2016 21:45,46,1,100,1,2,21:45
08/01/2016 21:50,40,1,100,1,47,21:50
08/01/2016 21:55,45,1,100,1,28,21:55
08/01/2016 22:00,40,1,100,1,17,22:00
08/01/2016 22:05,37,1,100,1,7,22:05
08/01/2016 22:10,46,1,100,1,59,22:10
08/01/2016 22:15,50,1,100,1,21,22:15
08/01/2016 22:20,34,1,100,1,59,22:20
08/01/2016 22:25,33,1,100,1,44,22:25
08/01/2016 22:30,41,1,100,1,2,22:30
08/01/2016 22:35,31,1,100,1,23,22:35
08/01/2016 22:40,29,1,100,1,55,22:40
08/01/2016 22:45,39,1,100,1,51,22:45
08/01/2016 22:50,42,1,100,1,31,22:50
08/01/2016 22:55,29,1,100,1,25,22:55
08/01/2016 23:00,27,1,100,1,35,23:00
08/01/2016 23:05,21,1,100,1,54,23:05
08/01/2016 23:10,26,1,100,1,44,23:10
08/01/2016 23:15,17,1,100,1,27,23:15
08/01/2016 23:20,31,1,100,1,39,23:20
08/01/2016 23:25,22,1,100,1,43,23:25
08/01/2016 23:30,23,1,100,1,38,23:30
08/01/2016 23:35,24,1,100,1,38,23:35
08/01/2016 23:40,22,1,100,1,27,23:40
08/01/2016 23:45,19,1,100,1,9,23:45
08/01/2016 23:50,24,1,100,1,35,23:50
08/01/2016 23:55,21,1,100,1,27,23:55
11/01/2016 0:00,8,1,100,1,18,0:00
11/01/2016 0:05,10,1,100,1,48,0:05
11/01/2016 0:10,10,1,100,1,13,0:10
11/01/2016 0:15,13,1,100,1,18,0:15
11/01/2016 0:20,14,1,100,1,49,0:20
11/01/2016 0:25,11,1,100,1,56,0:25
11/01/2016 0:30,13,1,100,1,18,0:30
11/01/2016 0:35,14,1,100,1,54,0:35
11/01/2016 0:40,21,1,100,1,13,0:40
11/01/2016 0:45,20,1,100,1,3,0:45
11/01/2016 0:50,13,1,100,1,29,0:50
11/01/2016 0:55,16,1,100,1,34,0:55
11/01/2016 1:00,17,1,100,1,1,1:00
11/01/2016 1:05,11,1,100,1,49,1:05
11/01/2016 1:10,9,1,100,1,38,1:10
11/01/2016 1:15,11,1,100,1,48,1:15
11/01/2016 1:20,14,1,100,1,28,1:20
11/01/2016 1:25,10,1,100,1,49,1:25
11/01/2016 1:30,2,1,100,1,39,1:30
11/01/2016 1:35,8,1,100,1,28,1:35
11/01/2016 1:40,3,1,100,1,36,1:40
11/01/2016 1:45,0,1,100,1,15,1:45
11/01/2016 1:50,3,1,100,1,17,1:50
11/01/2016 1:55,7,1,100,1,28,1:55
11/01/2016 2:00,5,1,100,1,7,2:00
11/01/2016 2:05,7,1,100,1,57,2:05
11/01/2016 2:10,5,1,100,1,36,2:10
11/01/2016 2:15,4,1,100,1,4,2:15
11/01/2016 2:20,7,1,100,1,12,2:20
11/01/2016 2:25,3,1,100,1,38,2:25
11/01/2016 2:30,5,1,100,1,39,2:30
11/01/2016 2:35,7,1,100,1,20,2:35
11/01/2016 2:40,9,1,100,1,23,2:40
11/01/2016 2:45,4,1,100,1,40,2:45
11/01/2016 2:50,5,1,100,1,1,2:50
11/01/2016 2:55,5,1,100,1,22,2:55
11/01/2016 3:00,9,1,100,1,55,3:00
11/01/2016 3:05,4,1,100,1,41,3:05
11/01/2016 3:10,6,1,100,1,15,3:10
11/01/2016 3:15,6,1,100,1,41,3:15
11/01/2016 3:20,3,1,100,1,57,3:20
11/01/2016 3:25,8,1,100,1,53,3:25
11/01/2016 3:30,11,1,100,1,20,3:30
11/01/2016 3:35,8,1,100,1,36,3:35
11/01/2016 3:40,9,1,100,1,32,3:40
11/01/2016 3:45,7,1,100,1,17,3:45
11/01/2016 3:50,13,1,100,1,8,3:50
11/01/2016 3:55,9,1,100,1,46,3:55
11/01/2016 4:00,10,1,100,1,53,4:00
11/01/2016 4:05,17,1,100,1,19,4:05
11/01/2016 4:10,14,1,100,1,32,4:10
11/01/2016 4:15,25,1,100,1,38,4:15
11/01/2016 4:20,23,1,100,1,53,4:20
11/01/2016 4:25,21,1,100,1,51,4:25
11/01/2016 4:30,23,1,100,1,32,4:30
11/01/2016 4:35,22,1,100,1,29,4:35
11/01/2016 4:40,32,1,100,1,26,4:40
11/01/2016 4:45,40,1,100,1,0,4:45
11/01/2016 4:50,46,1,100,1,4,4:50
11/01/2016 4:55,56,1,100,1,22,4:55
11/01/2016 5:00,63,1,100,1,37,5:00
11/01/2016 5:05,61,1,100,1,28,5:05
11/01/2016 5:10,55,1,100,1,8,5:10
11/01/2016 5:15,57,1,100,1,21,5:15
11/01/2016 5:20,62,1,100,1,57,5:20
11/01/2016 5:25,89,1,100,1,36,5:25
11/01/2016 5:30,87,1,100,1,13,5:30
11/01/2016 5:35,100,1,100,1,34,5:35
11/01/2016 5:40,90,1,100,1,4,5:40
11/01/2016 5:45,102,1,100,0,739,5:45
11/01/2016 5:50,112,1,100,0,221,5:50
11/01/2016 5:55,106,1,100,0,839,5:55
11/01/2016 6:00,98,1,100,1,48,6:00
11/01/2016 6:05,110,1,100,0,712,6:05
11/01/2016 6:10,114,1,100,0,1556,6:10
11/01/2016 6:15,149,1,100,0,1288,6:15
11/01/2016 6:20,148,1,100,0,718,6:20
11/01/2016 6:25,137,1,100,0,635,6:25
11/01/2016 6:30,152,1,100,0,1720,6:30
11/01/2016 6:35,149,1,100,0,1239,6:35
11/01/2016 6:40,166,1,100,0,774,6:40
11/01/2016 6:45,172,1,100,0,833,6:45
11/01/2016 6:50,159,1,100,0,539,6:50
11/01/2016 6:55,151,1,100,0,1567,6:55
11/01/2016 7:00,163,1,100,0,968,7:00
11/01/2016 7:05,154,1,100,0,1483,7:05
11/01/2016 7:10,122,1,100,0,1502,7:10
11/01/2016 7:15,129,1,100,0,1600,7:15
11/01/2016 7:20,122,1,100,0,1140,7:20
11/01/2016 7:25,100,1,100,1,1,7:25
11/01/2016 7:30,75,1,100,1,30,7:30
11/01/2016 7:35,84,1,100,1,36,7:35
11/01/2016 7:40,74,1,100,1,18,7:40
11/01/2016 7:45,86,1,100,1,39,7:45
11/01/2016 7:50,76,1,100,1,10,7:50
11/01/2016 7:55,80,1,100,1,29,7:55
11/01/2016 8:00,69,1,100,1,19,8:00
11/01/2016 8:05,94,1,100,1,34,8:05
11/01/2016 8:10,74,1,100,1,22,8:10
11/01/2016 8:15,74,1,100,1,13,8:15
11/01/2016 8:20,77,1,100,1,56,8:20
11/01/2016 8:25,75,1,100,1,44,8:25
11/01/2016 8:30,87,1,100,1,25,8:30
11/01/2016 8:35,80,1,100,1,53,8:35
11/01/2016 8:40,74,1,100,1,0,8:40
11/01/2016 8:45,86,1,100,1,34,8:45
11/01/2016 8:50,77,1,100,1,37,8:50
11/01/2016 8:55,92,1,100,1,57,8:55
11/01/2016 9:00,69,1,100,1,26,9:00
11/01/2016 9:05,76,1,100,1,5,9:05
11/01/2016 9:10,80,1,100,1,19,9:10
11/01/2016 9:15,91,1,100,1,23,9:15
11/01/2016 9:20,93,1,100,1,34,9:20
11/01/2016 9:25,83,1,100,1,33,9:25
11/01/2016 9:30,106,1,100,0,497,9:30
11/01/2016 9:35,86,1,100,1,35,9:35
11/01/2016 9:40,105,1,100,0,196,9:40
11/01/2016 9:45,82,1,100,1,10,9:45
11/01/2016 9:50,101,1,100,0,217,9:50
11/01/2016 9:55,94,1,100,1,40,9:55
11/01/2016 10:00,76,1,100,1,49,10:00
11/01/2016 10:05,103,1,100,0,1548,10:05
11/01/2016 10:10,100,1,100,1,49,10:10
11/01/2016 10:15,96,1,100,1,16,10:15
11/01/2016 10:20,105,1,100,0,1577,10:20
11/01/2016 10:25,111,1,100,0,665,10:25
11/01/2016 10:30,105,1,100,0,1220,10:30
11/01/2016 10:35,126,1,100,0,1093,10:35
11/01/2016 10:40,109,1,100,0,1328,10:40
11/01/2016 10:45,93,1,100,1,20,10:45
11/01/2016 10:50,112,1,100,0,1550,10:50
11/01/2016 10:55,86,1,100,1,30,10:55
11/01/2016 11:00,108,1,100,0,384,11:00
11/01/2016 11:05,93,1,100,1,41,11:05
11/01/2016 11:10,89,1,100,1,22,11:10
11/01/2016 11:15,111,1,100,0,1010,11:15
11/01/2016 11:20,94,1,100,1,59,11:20
11/01/2016 11:25,112,1,100,0,1829,11:25
11/01/2016 11:30,100,1,100,1,56,11:30
11/01/2016 11:35,96,1,100,1,46,11:35
11/01/2016 11:40,103,1,100,0,1477,11:40
11/01/2016 11:45,100,1,100,1,39,11:45
11/01/2016 11:50,109,1,100,0,1620,11:50
11/01/2016 11:55,87,1,100,1,43,11:55
11/01/2016 12:00,102,1,100,0,696,12:00
11/01/2016 12:05,95,1,100,1,21,12:05
11/01/2016 12:10,81,1,100,1,40,12:10
11/01/2016 12:15,108,1,100,0,1740,12:15
11/01/2016 12:20,102,1,100,0,793,12:20
11/01/2016 12:25,85,1,100,1,29,12:25
11/01/2016 12:30,82,1,100,1,49,12:30
11/01/2016 12:35,71,1,100,1,18,12:35
11/01/2016 12:40,83,1,100,1,48,12:40
11/01/2016 12:45,82,1,100,1,41,12:45
11/01/2016 12:50,83,1,100,1,8,12:50
11/01/2016 12:55,98,1,100,1,32,12:55
11/01/2016 13:00,89,1,100,1,54,13:00
11/01/2016 13:05,98,1,100,1,20,13:05
11/01/2016 13:10,86,1,100,1,43,13:10
11/01/2016 13:15,89,1,100,1,36,13:15
11/01/2016 13:20,90,1,100,1,46,13:20
11/01/2016 13:25,89,1,100,1,45,13:25
11/01/2016 13:30,93,1,100,1,35,13:30
11/01/2016 13:35,91,1,100,1,13,13:35
11/01/2016 13:40,85,1,100,1,45,13:40
11/01/2016 13:45,79,1,100,1,11,13:45
11/01/2016 13:50,101,1,100,0,1088,13:50
11/01/2016 13:55,80,1,100,1,34,13:55
11/01/2016 14:00,86,1,100,1,47,14:00
11/01/2016 14:05,87,1,100,1,6,14:05
11/01/2016 14:10,88,1,100,1,19,14:10
11/01/2016 14:15,105,1,100,0,194,14:15
11/01/2016 14:20,108,1,100,0,1425,14:20
11/01/2016 14:25,102,1,100,0,212,14:25
11/01/2016 14:30,81,1,100,1,55,14:30
11/01/2016 14:35,85,1,100,1,8,14:35
11/01/2016 14:40,99,1,100,1,21,14:40
11/01/2016 14:45,118,1,100,0,529,14:45
11/01/2016 14:50,105,1,100,0,213,14:50
11/01/2016 14:55,93,1,100,1,6,14:55
11/01/2016 15:00,92,1,100,1,55,15:00
11/01/2016 15:05,94,1,100,1,12,15:05
11/01/2016 15:10,78,1,100,1,30,15:10
11/01/2016 15:15,103,1,100,0,233,15:15
11/01/2016 15:20,96,1,100,1,54,15:20
11/01/2016 15:25,118,1,100,0,1028,15:25
11/01/2016 15:30,97,1,100,1,44,15:30
11/01/2016 15:35,102,1,100,0,612,15:35
11/01/2016 15:40,91,1,100,1,45,15:40
11/01/2016 15:45,112,1,100,0,1681,15:45
11/01/2016 15:50,94,1,100,1,55,15:50
11/01/2016 15:55,95,1,100,1,57,15:55
11/01/2016 16:00,111,1,100,0,1659,16:00
11/01/2016 16:05,81,1,100,1,18,16:05
11/01/2016 16:10,99,1,100,1,19,16:10
11/01/2016 16:15,86,1,100,1,35,16:15
11/01/2016 16:20,111,1,100,0,1187,16:20
11/01/2016 16:25,108,1,100,0,719,16:25
11/01/2016 16:30,96,1,100,1,36,16:30
11/01/2016 16:35,78,1,100,1,35,16:35
11/01/2016 16:40,86,1,100,1,50,16:40
11/01/2016 16:45,111,1,100,0,1102,16:45
11/01/2016 16:50,90,1,100,1,23,16:50
11/01/2016 16:55,103,1,100,0,254,16:55
11/01/2016 17:00,86,1,100,1,9,17:00
11/01/2016 17:05,71,1,100,1,32,17:05
11/01/2016 17:10,95,1,100,1,16,17:10
11/01/2016 17:15,99,1,100,1,54,17:15
11/01/2016 17:20,93,1,100,1,53,17:20
11/01/2016 17:25,101,1,100,0,1612,17:25
11/01/2016 17:30,89,1,100,1,46,17:30
11/01/2016 17:35,80,1,100,1,4,17:35
11/01/2016 17:40,83,1,100,1,13,17:40
11/01/2016 17:45,108,1,100,0,1174,17:45
11/01/2016 17:50,92,1,100,1,21,17:50
11/01/2016 17:55,101,1,100,0,1251,17:55
11/01/2016 18:00,72,1,100,1,42,18:00
11/01/2016 18:05,79,1,100,1,35,18:05
11/01/2016 18:10,78,1,100,1,49,18:10
11/01/2016 18:15,70,1,100,1,18,18:15
11/01/2016 18:20,75,1,100,1,19,18:20
11/01/2016 18:25,88,1,100,1,18,18:25
11/01/2016 18:30,79,1,100,1,54,18:30
11/01/2016 18:35,71,1,100,1,12,18:35
11/01/2016 18:40,70,1,100,1,24,18:40
11/01/2016 18:45,76,1,100,1,58,18:45
11/01/2016 18:50,62,1,100,1,37,18:50
11/01/2016 18:55,57,1,100,1,53,18:55
11/01/2016 19:00,81,1,100,1,23,19:00
11/01/2016 19:05,63,1,100,1,48,19:05
11/01/2016 19:10,56,1,100,1,42,19:10
11/01/2016 19:15,52,1,100,1,20,19:15
11/01/2016 19:20,65,1,100,1,53,19:20
11/01/2016 19:25,47,1,100,1,1,19:25
11/01/2016 19:30,48,1,100,1,8,19:30
11/01/2016 19:35,61,1,100,1,32,19:35
11/01/2016 19:40,50,1,100,1,43,19:40
11/01/2016 19:45,49,1,100,1,51,19:45
11/01/2016 19:50,61,1,100,1,45,19:50
11/01/2016 19:55,52,1,100,1,19,19:55
11/01/2016 20:00,55,1,100,1,39,20:00
11/01/2016 20:05,55,1,100,1,34,20:05
11/01/2016 20:10,43,1,100,1,38,20:10
11/01/2016 20:15,61,1,100,1,2,20:15
11/01/2016 20:20,37,1,100,1,36,20:20
11/01/2016 20:25,49,1,100,1,13,20:25
11/01/2016 20:30,49,1,100,1,46,20:30
11/01/2016 20:35,43,1,100,1,51,20:35
11/01/2016 20:40,40,1,100,1,22,20:40
11/01/2016 20:45,41,1,100,1,22,20:45
11/01/2016 20:50,41,1,100,1,48,20:50
11/01/2016 20:55,32,1,100,1,13,20:55
11/01/2016 21:00,37,1,100,1,9,21:00
11/01/2016 21:05,33,1,100,1,50,21:05
11/01/2016 21:10,26,1,100,1,21,21:10
11/01/2016 21:15,45,1,100,1,29,21:15
11/01/2016 21:20,39,1,100,1,23,21:20
11/01/2016 21:25,48,1,100,1,27,21:25
11/01/2016 21:30,53,1,100,1,40,21:30
11/01/2016 21:35,36,1,100,1,27,21:35
11/01/2016 21:40,35,1,100,1,35,21:40
11/01/2016 21:45,38,1,100,1,56,21:45
11/01/2016 21:50,24,1,100,1,17,21:50
11/01/2016 21:55,41,1,100,1,34,21:55
11/01/2016 22:00,34,1,100,1,49,22:00
11/01/2016 22:05,33,1,100,1,47,22:05
11/01/2016 22:10,21,1,100,1,2,22:10
11/01/2016 22:15,42,1,100,1,32,22:15
11/01/2016 22:20,30,1,100,1,17,22:20
11/01/2016 22:25,21,1,100,1,52,22:25
11/01/2016 22:30,24,1,100,1,6,22:30
11/01/2016 22:35,25,1,100,1,47,22:35
11/01/2016 22:40,23,1,100,1,8,22:40
11/01/2016 22:45,25,1,100,1,14,22:45
11/01/2016 22:50,20,1,100,1,10,22:50
11/01/2016 22:55,22,1,100,1,0,22:55
11/01/2016 23:00,17,1,100,1,56,23:00
11/01/2016 23:05,25,1,100,1,39,23:05
11/01/2016 23:10,21,1,100,1,56,23:10
11/01/2016 23:15,16,1,100,1,37,23:15
11/01/2016 23:20,8,1,100,1,46,23:20
11/01/2016 23:25,12,1,100,1,46,23:25
11/01/2016 23:30,15,1,100,1,39,23:30
11/01/2016 23:35,9,1,100,1,32,23:35
11/01/2016 23:40,11,1,100,1,51,23:40
11/01/2016 23:45,15,1,100,1,34,23:45
11/01/2016 23:50,13,1,100,1,42,23:50
11/01/2016 23:55,9,1,100,1,47,23:55
12/01/2016 0:00,6,1,100,1,50,0:00
12/01/2016 0:05,11,1,100,1,54,0:05
12/01/2016 0:10,6,1,100,1,38,0:10
12/01/2016 0:15,10,1,100,1,3,0:15
12/01/2016 0:20,9,1,100,1,30,0:20
12/01/2016 0:25,9,1,100,1,13,0:25
12/01/2016 0:30,7,1,100,1,2,0:30
12/01/2016 0:35,4,1,100,1,10,0:35
12/01/2016 0:40,5,1,100,1,33,0:40
12/01/2016 0:45,8,1,100,1,7,0:45
12/01/2016 0:50,12,1,100,1,2,0:50
12/01/2016 0:55,4,1,100,1,36,0:55
12/01/2016 1:00,9,1,100,1,53,1:00
12/01/2016 1:05,6,1,100,1,53,1:05
12/01/2016 1:10,2,1,100,1,22,1:10
12/01/2016 1:15,7,1,100,1,58,1:15
12/01/2016 1:20,6,1,100,1,40,1:20
12/01/2016 1:25,6,1,100,1,57,1:25
12/01/2016 1:30,9,1,100,1,43,1:30
12/01/2016 1:35,5,1,100,1,17,1:35
12/01/2016 1:40,9,1,100,1,40,1:40
12/01/2016 1:45,4,1,100,1,32,1:45
12/01/2016 1:50,5,1,100,1,6,1:50
12/01/2016 1:55,2,1,100,1,18,1:55
12/01/2016 2:00,6,1,100,1,53,2:00
12/01/2016 2:05,7,1,100,1,31,2:05
12/01/2016 2:10,6,1,100,1,29,2:10
12/01/2016 2:15,5,1,100,1,45,2:15
12/01/2016 2:20,2,1,100,1,56,2:20
12/01/2016 2:25,3,1,100,1,54,2:25
12/01/2016 2:30,5,1,100,1,40,2:30
12/01/2016 2:35,4,1,100,1,14,2:35
12/01/2016 2:40,9,1,100,1,34,2:40
12/01/2016 2:45,3,1,100,1,29,2:45
12/01/2016 2:50,5,1,100,1,32,2:50
12/01/2016 2:55,2,1,100,1,46,2:55
12/01/2016 3:00,4,1,100,1,24,3:00
12/01/2016 3:05,2,1,100,1,47,3:05
12/01/2016 3:10,9,1,100,1,33,3:10
12/01/2016 3:15,3,1,100,1,4,3:15
12/01/2016 3:20,3,1,100,1,14,3:20
12/01/2016 3:25,11,1,100,1,1,3:25
12/01/2016 3:30,8,1,100,1,5,3:30
12/01/2016 3:35,10,1,100,1,41,3:35
12/01/2016 3:40,7,1,100,1,28,3:40
12/01/2016 3:45,7,1,100,1,9,3:45
12/01/2016 3:50,13,1,100,1,34,3:50
12/01/2016 3:55,8,1,100,1,35,3:55
12/01/2016 4:00,9,1,100,1,7,4:00
12/01/2016 4:05,15,1,100,1,35,4:05
12/01/2016 4:10,15,1,100,1,27,4:10
12/01/2016 4:15,14,1,100,1,7,4:15
12/01/2016 4:20,13,1,100,1,15,4:20
12/01/2016 4:25,20,1,100,1,15,4:25
12/01/2016 4:30,17,1,100,1,26,4:30
12/01/2016 4:35,23,1,100,1,35,4:35
12/01/2016 4:40,37,1,100,1,34,4:40
12/01/2016 4:45,36,1,100,1,20,4:45
12/01/2016 4:50,46,1,100,1,32,4:50
12/01/2016 4:55,46,1,100,1,44,4:55
12/01/2016 5:00,53,1,100,1,40,5:00
12/01/2016 5:05,67,1,100,1,35,5:05
12/01/2016 5:10,57,1,100,1,41,5:10
12/01/2016 5:15,69,1,100,1,2,5:15
12/01/2016 5:20,66,1,100,1,35,5:20
12/01/2016 5:25,82,1,100,1,26,5:25
12/01/2016 5:30,83,1,100,1,2,5:30
12/01/2016 5:35,93,1,100,1,6,5:35
12/01/2016 5:40,102,1,100,0,1180,5:40
12/01/2016 5:45,110,1,100,0,1479,5:45
12/01/2016 5:50,86,1,100,1,10,5:50
12/01/2016 5:55,98,1,100,1,13,5:55
12/01/2016 6:00,103,1,100,0,1493,6:00
12/01/2016 6:05,99,1,100,1,57,6:05
12/01/2016 6:10,127,1,100,0,678,6:10
12/01/2016 6:15,130,1,100,0,1714,6:15
12/01/2016 6:20,132,1,100,0,229,6:20
12/01/2016 6:25,156,1,100,0,701,6:25
12/01/2016 6:30,157,1,100,0,783,6:30
12/01/2016 6:35,166,1,100,0,329,6:35
12/01/2016 6:40,151,1,100,0,939,6:40
12/01/2016 6:45,195,1,100,0,825,6:45
12/01/2016 6:50,150,1,100,0,613,6:50
12/01/2016 6:55,139,1,100,0,1798,6:55
12/01/2016 7:00,148,1,100,0,1305,7:00
12/01/2016 7:05,147,1,100,0,1470,7:05
12/01/2016 7:10,134,1,100,0,445,7:10
12/01/2016 7:15,137,1,100,0,952,7:15
12/01/2016 7:20,133,1,100,0,1676,7:20
12/01/2016 7:25,111,1,100,0,933,7:25
12/01/2016 7:30,93,1,100,1,13,7:30
12/01/2016 7:35,61,1,100,1,0,7:35
12/01/2016 7:40,83,1,100,1,28,7:40
12/01/2016 7:45,77,1,100,1,54,7:45
12/01/2016 7:50,70,1,100,1,59,7:50
12/01/2016 7:55,74,1,100,1,50,7:55
12/01/2016 8:00,76,1,100,1,7,8:00
12/01/2016 8:05,65,1,100,1,23,8:05
12/01/2016 8:10,64,1,100,1,32,8:10
12/01/2016 8:15,72,1,100,1,57,8:15
12/01/2016 8:20,70,1,100,1,38,8:20
12/01/2016 8:25,63,1,100,1,49,8:25
12/01/2016 8:30,71,1,100,1,29,8:30
12/01/2016 8:35,72,1,100,1,57,8:35
12/01/2016 8:40,83,1,100,1,37,8:40
12/01/2016 8:45,69,1,100,1,7,8:45
12/01/2016 8:50,74,1,100,1,33,8:50
12/01/2016 8:55,66,1,100,1,34,8:55
12/01/2016 9:00,77,1,100,1,14,9:00
12/01/2016 9:05,75,1,100,1,7,9:05
12/01/2016 9:10,61,1,100,1,57,9:10
12/01/2016 9:15,86,1,100,1,23,9:15
12/01/2016 9:20,106,1,100,0,1628,9:20
12/01/2016 9:25,111,1,100,0,1738,9:25
12/01/2016 9:30,109,1,100,0,1243,9:30
12/01/2016 9:35,102,1,100,0,1183,9:35
12/01/2016 9:40,112,1,100,0,1717,9:40
12/01/2016 9:45,112,1,100,0,1475,9:45
12/01/2016 9:50,105,1,100,0,1408,9:50
12/01/2016 9:55,101,1,100,0,516,9:55
12/01/2016 10:00,123,1,100,0,426,10:00
12/01/2016 10:05,103,1,100,0,730,10:05
12/01/2016 10:10,109,1,100,0,350,10:10
12/01/2016 10:15,120,1,100,0,758,10:15
12/01/2016 10:20,106,1,100,0,552,10:20
12/01/2016 10:25,103,1,100,0,1219,10:25
12/01/2016 10:30,112,1,100,0,693,10:30
12/01/2016 10:35,115,1,100,0,1659,10:35
12/01/2016 10:40,105,1,100,0,1380,10:40
12/01/2016 10:45,114,1,100,0,1059,10:45
12/01/2016 10:50,102,1,100,0,609,10:50
12/01/2016 10:55,101,1,100,0,954,10:55
12/01/2016 11:00,93,1,100,1,21,11:00
12/01/2016 11:05,91,1,100,1,21,11:05
12/01/2016 11:10,92,1,100,1,21,11:10
12/01/2016 11:15,93,1,100,1,32,11:15
12/01/2016 11:20,98,1,100,1,23,11:20
12/01/2016 11:25,97,1,100,1,24,11:25
12/01/2016 11:30,120,1,100,0,1613,11:30
12/01/2016 11:35,95,1,100,1,28,11:35
12/01/2016 11:40,82,1,100,1,42,11:40
12/01/2016 11:45,108,1,100,0,1020,11:45
12/01/2016 11:50,58,1,100,1,59,11:50
12/01/2016 11:55,78,1,100,1,34,11:55
12/01/2016 12:00,98,1,100,1,26,12:00
12/01/2016 12:05,92,1,100,1,53,12:05
12/01/2016 12:10,83,1,100,1,25,12:10
12/01/2016 12:15,98,1,100,1,51,12:15
12/01/2016 12:20,96,1,100,1,20,12:20
12/01/2016 12:25,76,1,100,1,5,12:25
12/01/2016 12:30,81,1,100,1,2,12:30
12/01/2016 12:35,94,1,100,1,25,12:35
12/01/2016 12:40,107,1,100,0,419,12:40
12/01/2016 12:45,108,1,100,0,1575,12:45
12/01/2016 12:50,93,1,100,1,49,12:50
12/01/2016 12:55,98,1,100,1,45,12:55
12/01/2016 13:00,95,1,100,1,19,13:00
12/01/2016 13:05,84,1,100,1,45,13:05
12/01/2016 13:10,81,1,100,1,6,13:10
12/01/2016 13:15,75,1,100,1,21,13:15
12/01/2016 13:20,113,1,100,0,1533,13:20
12/01/2016 13:25,97,1,100,1,34,13:25
12/01/2016 13:30,102,1,100,0,1826,13:30
12/01/2016 13:35,97,1,100,1,27,13:35
12/01/2016 13:40,94,1,100,1,2,13:40
12/01/2016 13:45,89,1,100,1,12,13:45
12/01/2016 13:50,101,1,100,0,1330,13:50
12/01/2016 13:55,91,1,100,1,13,13:55
12/01/2016 14:00,99,1,100,1,14,14:00
12/01/2016 14:05,84,1,100,1,49,14:05
12/01/2016 14:10,96,1,100,1,20,14:10
12/01/2016 14:15,115,1,100,0,1718,14:15
12/01/2016 14:20,105,1,100,0,366,14:20
12/01/2016 14:25,96,1,100,1,15,14:25
12/01/2016 14:30,75,1,100,1,42,14:30
12/01/2016 14:35,100,1,100,1,50,14:35
12/01/2016 14:40,91,1,100,1,17,14:40
12/01/2016 14:45,109,1,100,0,1209,14:45
12/01/2016 14:50,95,1,100,1,30,14:50
12/01/2016 14:55,107,1,100,0,1015,14:55
12/01/2016 15:00,111,1,100,0,202,15:00
12/01/2016 15:05,93,1,100,1,52,15:05
12/01/2016 15:10,89,1,100,1,8,15:10
12/01/2016 15:15,105,1,100,0,1097,15:15
12/01/2016 15:20,92,1,100,1,52,15:20
12/01/2016 15:25,97,1,100,1,10,15:25
12/01/2016 15:30,95,1,100,1,32,15:30
12/01/2016 15:35,95,1,100,1,41,15:35
12/01/2016 15:40,97,1,100,1,10,15:40
12/01/2016 15:45,105,1,100,0,994,15:45
12/01/2016 15:50,110,1,100,0,1049,15:50
12/01/2016 15:55,120,1,100,0,707,15:55
12/01/2016 16:00,110,1,100,0,1362,16:00
12/01/2016 16:05,105,1,100,0,929,16:05
12/01/2016 16:10,89,1,100,1,44,16:10
12/01/2016 16:15,92,1,100,1,3,16:15
12/01/2016 16:20,90,1,100,1,8,16:20
12/01/2016 16:25,101,1,100,0,703,16:25
12/01/2016 16:30,85,1,100,1,28,16:30
12/01/2016 16:35,77,1,100,1,55,16:35
12/01/2016 16:40,98,1,100,1,56,16:40
12/01/2016 16:45,110,1,100,0,855,16:45
12/01/2016 16:50,99,1,100,1,27,16:50
12/01/2016 16:55,102,1,100,0,1417,16:55
12/01/2016 17:00,81,1,100,1,36,17:00
12/01/2016 17:05,99,1,100,1,20,17:05
12/01/2016 17:10,107,1,100,0,736,17:10
12/01/2016 17:15,90,1,100,1,29,17:15
12/01/2016 17:20,100,1,100,1,47,17:20
12/01/2016 17:25,87,1,100,1,3,17:25
12/01/2016 17:30,91,1,100,1,52,17:30
12/01/2016 17:35,80,1,100,1,20,17:35
12/01/2016 17:40,87,1,100,1,40,17:40
12/01/2016 17:45,87,1,100,1,11,17:45
12/01/2016 17:50,72,1,100,1,31,17:50
12/01/2016 17:55,74,1,100,1,5,17:55
12/01/2016 18:00,70,1,100,1,42,18:00
12/01/2016 18:05,75,1,100,1,58,18:05
12/01/2016 18:10,77,1,100,1,0,18:10
12/01/2016 18:15,84,1,100,1,13,18:15
12/01/2016 18:20,84,1,100,1,48,18:20
12/01/2016 18:25,81,1,100,1,5,18:25
12/01/2016 18:30,63,1,100,1,4,18:30
12/01/2016 18:35,87,1,100,1,31,18:35
12/01/2016 18:40,75,1,100,1,23,18:40
12/01/2016 18:45,73,1,100,1,19,18:45
12/01/2016 18:50,76,1,100,1,24,18:50
12/01/2016 18:55,75,1,100,1,44,18:55
12/01/2016 19:00,73,1,100,1,48,19:00
12/01/2016 19:05,76,1,100,1,47,19:05
12/01/2016 19:10,69,1,100,1,12,19:10
12/01/2016 19:15,73,1,100,1,46,19:15
12/01/2016 19:20,61,1,100,1,27,19:20
12/01/2016 19:25,68,1,100,1,38,19:25
12/01/2016 19:30,70,1,100,1,52,19:30
12/01/2016 19:35,74,1,100,1,54,19:35
12/01/2016 19:40,73,1,100,1,41,19:40
12/01/2016 19:45,81,1,100,1,45,19:45
12/01/2016 19:50,68,1,100,1,38,19:50
